2,0.520512820513,0.559176672384
5,0.553846153846,0.600343053173
10,0.551282051282,0.596912521441
20,0.551282051282,0.626072041166
35,0.535897435897,0.614065180103
50,0.525641025641,0.619210977702
70,0.553846153846,0.632933104631
100,0.523076923077,0.608919382504
125,0.530769230769,0.619210977702
150,0.538461538462,0.641509433962
200,0.54358974359,0.641509433962
250,0.535897435897,0.634648370497
300,0.546153846154,0.641509433962

3,0.520512820513,0.583190394511
4,0.507692307692,0.569468267581
5,0.553846153846,0.600343053173
6,0.505128205128,0.581475128645
7,0.582051282051,0.583190394511
8,0.525641025641,0.608919382504
9,0.502564102564,0.557461406518
10,0.551282051282,0.596912521441
11,0.55641025641,0.596912521441
12,0.520512820513,0.605488850772
13,0.55641025641,0.602058319039
14,0.551282051282,0.605488850772
15,0.551282051282,0.603773584906
16,0.541025641026,0.614065180103
17,0.520512820513,0.600343053173
18,0.551282051282,0.578044596913
19,0.551282051282,0.6243567753
20,0.551282051282,0.626072041166
21,0.541025641026,0.608919382504
22,0.564102564103,0.626072041166
23,0.528205128205,0.615780445969
24,0.546153846154,0.61063464837
25,0.546153846154,0.602058319039
26,0.558974358974,0.607204116638
27,0.546153846154,0.58833619211
28,0.541025641026,0.614065180103
29,0.579487179487,0.641509433962
30,0.541025641026,0.602058319039
31,0.538461538462,0.605488850772
32,0.54358974359,0.632933104631
33,0.546153846154,0.607204116638
34,0.551282051282,0.607204116638
200,0.54358974359,0.641509433962
300,0.546153846154,0.641509433962
400,0.530769230769,0.636363636364
500,0.535897435897,0.646655231561
600,0.530769230769,0.631217838765
700,0.538461538462,0.636363636364
800,0.515384615385,0.644939965695
900,0.533333333333,0.658662092624
