PIT,0.52602739726,0.621572212066,0.531506849315
TEN,0.555555555556,0.65306122449,0.516666666667
ATL,0.575197889182,0.640845070423,0.577836411609
MIA,0.615577889447,0.659395973154,0.562814070352
KC,0.525606469003,0.63963963964,0.568733153639
BAL,0.589189189189,0.70036101083,0.521621621622
CAR,0.55376344086,0.67684021544,0.540322580645
PHI,0.540616246499,0.657943925234,0.509803921569
DEN,0.584022038567,0.635359116022,0.512396694215
CIN,0.582446808511,0.620996441281,0.56914893617
CLE,0.594285714286,0.63619047619,0.56
MIN,0.594240837696,0.694055944056,0.549738219895
HOU,0.61170212766,0.67793594306,0.598404255319
NYJ,0.547425474255,0.653985507246,0.655826558266
IND,0.628491620112,0.742537313433,0.578212290503
JAC,0.58038147139,0.681818181818,0.50408719346
NO,0.532432432432,0.684115523466,0.591891891892
DET,0.583554376658,0.687943262411,0.564986737401
DAL,0.606469002695,0.726126126126,0.541778975741
TB,0.631728045326,0.708333333333,0.529745042493
ARI,0.617486338798,0.702554744526,0.543715846995
SF,0.566765578635,0.685148514851,0.629080118694
NYG,0.533333333333,0.68449197861,0.570666666667
WAS,0.531428571429,0.687619047619,0.597142857143
SEA,0.577720207254,0.700173310225,0.575129533679
STL,0.597222222222,0.666666666667,0.561111111111
GB,0.582010582011,0.679646017699,0.571428571429
CHI,0.595988538682,0.686424474187,0.547277936963
NE,0.576530612245,0.672354948805,0.512755102041
BUF,0.530674846626,0.685071574642,0.506134969325
OAK,0.610619469027,0.714566929134,0.542772861357
SD,0.616477272727,0.709125475285,0.545454545455
